city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Sonoma and Napa Valley Wine Tasting Tour,"This wine tour will take you along Napa Valley in a luxury coach. Driving over the famous Golden Gate Bridge, you'll make your way to boutique and large-scale wineries where you can learn about winemaking. You'll get to taste some of the finest wines of Napa Valley, make a stop for lunch and shop for souvenirs in Yountville or Sonoma Square Plaza.","['Drive over the Golden Gate Bridge with views of the Bay Area', 'Opportunity to enjoy tastings of wine from renowned wineries', 'Picturesque journey in a comfortable coach with WiFi access']","['Guide services', 'Wine tasting', 'Transportation']","['Lunch', 'Tips']",['Please arrive at least 15 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","Pick-up point478 Post St, San Francisco, CA, CA 94102The tour bus departure locations are as follows:
Union Square Area at 08:40. 
Fisherman’s Wharf Area at 09:00."
Guided City Sightseeing Tour in a Vintage VW Bus,"During this city sightseeing tour, you’ll board a retro Volkswagen bus and cruise around to some of San Francisco’s most prominent attractions. You’ll begin your tour in the Haight-Ashbury neighbourhood, where you’ll gain insights into the famous characters and historical moments that define this iconic area. From here, you’ll make your way to Union Square and the Dewey Monument before visiting other notable landmarks, such as City Hall, the Opera House and the Bill Graham Civic Auditorium, among others. Additionally, you’ll get the opportunity to take photos of the iconic Golden Gate Bridge and learn more about the bridge’s outsized cultural significance. As you peruse the streets of other renowned neighbourhoods, your guide will offer commentary about San Francisco’s history, architecture and culture.",[],"['Guide services', 'Transportation in a retro Volkswagen bus']","['Tips', 'Hotel pickup and drop-off']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point2899 Hyde St, Fisherman's Wharf, San Francisco, CA, 94109Meet your guide at the listed address."
"Big Bus San Francisco Hop-on, Hop-off Bus Tour","On this tour, you'll have the opportunity to see the sights of San Francisco from aboard an open-top bus. Along the route, you'll be able to hear to commentary from an English-speaking guide or through a multilingual audio guide. Free WiFi will also be available on board for easy connectivity. Highlights during the tour include Chinatown, North Beach and Fisherman's Wharf.",[],,,[],"[""What guests loved mostSee all reviewsAAnonymousVery nice an d convenient and if you come alone it is a good choice\xa0Posted 26 May 2023 on KlookCChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on KlookCChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on KlookPPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on KlookPPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", 'What guests loved mostSee all reviews', ""AAnonymousVery nice an d convenient and if you come alone it is a good choice\xa0Posted 26 May 2023 on KlookCChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on KlookCChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on KlookPPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on KlookPPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", 'AAnonymousVery nice an d convenient and if you come alone it is a good choice\xa0Posted 26 May 2023 on Klook', 'AAnonymousVery nice an d convenient and if you come alone it is a good choice\xa0Posted 26 May 2023 on Klook', 'A', 'A', 'A', 'Anonymous', 'Anonymous', 'Posted 26 May 2023 on Klook', 'CChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on Klook', 'CChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on Klook', 'C', 'C', 'C', 'Chin Yong', 'Chin Yong', 'Posted 17 December 2022 on Klook', 'CChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on Klook', 'CChin YongFast and convenient way to catch the key SF attractions\xa0Posted 17 December 2022 on Klook', 'C', 'C', 'C', 'Chin Yong', 'Chin Yong', 'Posted 17 December 2022 on Klook', ""PPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", ""PPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", 'P', 'P', 'P', 'Payapa', 'Payapa', 'Posted 31 December 2021 on Klook', ""PPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", ""PPayapaExplores San Francisco in 2 hours. It's really a great experience...\xa0Posted 31 December 2021 on Klook"", 'P', 'P', 'P', 'Payapa', 'Payapa', 'Posted 31 December 2021 on Klook', '']","Big Bus San Francisco Hop-on, Hop-off Bus TourBig Bus Tours San Francisco: 99 Jefferson Street, San Francisco, CA, CA 94133"
"Alcatraz Island & Two-day Hop-on, Hop-off Bus Tour","This tour will begin with a ferry ride to Alcatraz Island, home to one of America's most famous prisons. The tour will include a 45-minute audio guide narrated by prisoners and guards who once lived and worked in Alcatraz, as well as an orientation video by the Discovery Channel. You are welcome to tour the prison, commonly referred to as The Rock, at your own pace. After your ferry ride back to the mainland, you can now make use of the two-day pass to the hop-on, hop-off buses. Onboard, you are welcome to listen to the live narration that helps you discover more about San Francisco. If you see a stop that interests you, you are welcome to hop off the open-top bus and explore on foot.","['Tour of Alcatraz with the help of an audio guide', 'Chance to tour San Francisco at your own pace', 'Local insights from live narration aboard the bus']","['Round-trip ferry ride to Alcatraz Island', 'Audio guide', 'Two-day hop-on, hop-off bus pass']",,[],"['DutchFrenchGermanItalianJapaneseKoreanSimplified ChinesePortugueseRussianSpanishEnglish (US)', 'Dutch', 'Dutch', 'French', 'French', 'German', 'German', 'Italian', 'Italian', 'Japanese', 'Japanese', 'Korean', 'Korean', 'Simplified Chinese', 'Simplified Chinese', 'Portuguese', 'Portuguese', 'Russian', 'Russian', 'Spanish', 'Spanish', 'English (US)', 'English (US)']","Meeting point99 Jefferson Street, San Francisco, CA, 94133The hop-on, hop-off tour departs from 99 Jefferson Street, located at the corner of Mason Street.

The Alcatraz Island ferry departs from Pier 33. Please line up about 30 minutes before your departure time.

Please follow the instructions provided in your voucher to redeem your Alcatraz ticket. Vouchers will not be accepted at Pier 33 directly."
Big Bus Tour to Muir Woods,"This tour will allow you to take in the coast redwoods of California, the tallest trees on the planet. Here, you’ll encounter some of the oldest groups of redwood trees in the state of California, with many towering the pathways of Muir Woods being close to 1000 years old.  This area is often visited by tourists and the car park fills up very quickly, but you’ll have the convenience of Big Bus Tours to get you there without that unnecessary stress.",[],"['Self-guided tour of Muir Woods', 'Guided bus tour to and from Muir Woods', '45-minute stop in Sausalito']","['Hotel pickup and drop-off', 'Food and drinks']",['Requires a moderate level of physical fitness'],"['English (US)', 'English (US)', 'English (US)']","Departure point99 Jefferson St, North Beach, San Francisco, CA, 94133Meet your guide at the listed address."
Bridge to Bridge Cruise,"On this tour, you'll discover the gems of the San Francisco coast as you cruise between the iconic Golden Gate Bridge and Bay Bridge. You'll pass a wide variety of iconic landmarks like Alcatraz Island, the Coit Tower, the Transamerica Pyramid, Palace of Fine Arts, Fort Mason and the San Francisco waterfront.  Along the way, you'll have an audio guide to listen to, filled with fascinating facts about the sights on your route, the construction of the bridges and the earthquakes that have shaken the city over the years.","['Landmarks like Alcatraz Island, Coit Tower and more', ""Learn about the bridges' construction from an audio guide""]","['90-minute cruise', 'Audio narration with headphones']",['Food and drinks (available to purchase with cash)'],"['Visitors must show a valid photo ID.', 'Please arrive at least 20 minutes before the activity starts.']","['English (UK)GermanFrenchSpanishPortugueseThaiSimplified ChineseArabicVietnameseIndonesianKoreanItalianRussianJapanese', 'English (UK)', 'English (UK)', 'German', 'German', 'French', 'French', 'Spanish', 'Spanish', 'Portuguese', 'Portuguese', 'Thai', 'Thai', 'Simplified Chinese', 'Simplified Chinese', 'Arabic', 'Arabic', 'Vietnamese', 'Vietnamese', 'Indonesian', 'Indonesian', 'Korean', 'Korean', 'Italian', 'Italian', 'Russian', 'Russian', 'Japanese', 'Japanese']","Meeting pointPier 43 1/2, Fisherman's Wharf, San Francisco, CAMeet at the listed address, on the corner of Taylor Street and Embarcadero."
Muir Woods Tour & Wine Tasting at Sonoma & Napa,"This full-day tour from San Francisco will give you the opportunity to discover some of the tallest trees in the world and a couple of wineries. You’ll cross the Golden Gate Bridge and pass through the Marin Headlands on your visit to the Muir Woods National Monument. During this guided tour, you’ll also stop at Sonoma Valley and Napa Valley for the chance to taste various red, white and dessert wines.",[],"['Hotel transfers', 'Guide services', 'Wine tastings at two wineries']","['Admission to Muir Woods', 'Meals', 'Additional wine tastings (USD 15 to USD 25)']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Pick-up pointSan Francisco, CAA pickup service is available from most hotels in central San Francisco. Please enter your pickup details at checkout.
